listing_id,type,name,rooms,amenities,price,rating_reviews,superhost,latitude,longitude,property_type,neighborhood,guest_qty,studio_vs_apt,bedroom_qty,bed_qty,bathroom_qty,average_review,review_qty
50421243,Entire rental unit in Manhattan,Cozy 2BR Apt in the L.E.S,4 guests · 2 bedrooms · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$170 ,5.0 (3 reviews)$170 / night$170 per night,False,40.71804,-73.98558,Entire rental unit,Manhattan,4,Apartment,2,2,1,5.0,3
1479113,Private room in Manhattan,"Spacious, quiet room with private full bathroom.",1 guest · 1 bedroom · 1 bed · 1 private bath,Wifi · Air conditioning · Heating,$82 ,4.44 (99 reviews)$82 / night$82 per night,False,40.717,-73.98054,Private room,Manhattan,1,Apartment,1,1,1,4.44 ,99
2461439,Entire rental unit in Manhattan,Pristine Lower East Side Sanctuary,3 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$122 ,4.69 (190 reviews)$122 / night$122 per night,False,40.72074,-73.98944,Entire rental unit,Manhattan,3,Apartment,1,2,1,4.69 ,190
48735790,Entire rental unit in Manhattan,Private LES apartment,2 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$125 ,5.0 (5 reviews)$125 / night$125 per night,False,40.71382,-73.98742,Entire rental unit,Manhattan,2,Apartment,1,1,1,5.0,5
49369384,Entire rental unit in East Village,Super cute East Village studio,3 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$90 ,$90 / night$90 per night,False,40.72406,-73.98897,Entire rental unit,East Village,3,Apartment,1,2,1,,0
1704560,Entire rental unit in Manhattan,Beautiful/Spacious 1 Bedroom in LES,2 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$140 ,4.89 (218 reviews)$140 / night$140 per night,True,40.7211,-73.99157,Entire rental unit,Manhattan,2,Apartment,1,2,1,4.89 ,218
43311409,Entire apartment in Chinatown,138 Bowery Studio Suite,2 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$140 ,$140 / night$140 per night,False,40.71988,-73.99556,Entire apartment,Chinatown,2,Studio,1,1,1,,0
29683,Entire rental unit in Manhattan,Stylish Apartment with office space Near SoHo!,3 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$175 ,4.77 (115 reviews)$175 / night$175 per night,False,40.72314,-73.99108,Entire rental unit,Manhattan,3,Apartment,1,1,1,4.77 ,115
3208904,Private room in Manhattan,Chic Designer’s Room & 2 Beds in Manhattan LES,2 guests · 1 bedroom · 2 beds · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$91 ,4.58 (290 reviews)$91 / night$91 per night,True,40.71478,-73.98548,Private room,Manhattan,2,Apartment,1,2,1,4.58 ,290
46379970,Hotel room in Manhattan,Beautiful King Bed Hotel Room,2 guests · 1 bedroom · 1 bed · 1 private bath,Wifi · Air conditioning · Heating,$161 ,4.87 (61 reviews)$161 / night$161 per night,True,40.70521,-74.00562,Hotel room,Manhattan,2,Apartment,1,1,1,4.87 ,61
50675052,Private room in Manhattan,Spacious Private Studio in Downtown Manhattan,2 guests · Studio · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$124 ,4.50 (8 reviews)$124 / night$124 per night,False,40.70429,-74.00936,Private room,Manhattan,2,Studio,1,1,1,4.50,8
38236769,Entire serviced apartment in Manhattan,The Residences at W New York - Downtown - Apt 27C,2 guests · Studio · 0 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$156 ,4.80 (5 reviews)$156 / night$156 per night,False,40.70974,-74.0145,Entire serviced apartment,Manhattan,2,Studio,1,0,1,4.80,5
45767918,Entire rental unit in Manhattan,One Bedroom Apartment in Luxury Downtown Building,3 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$269 ,$269 / night$269 per night,False,40.70523,-74.00997,Entire rental unit,Manhattan,3,Apartment,1,1,1,,0
48938639,Entire rental unit in Manhattan,Sonder | ADA Accessible Studio in Financial District,2 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$191 ,5.0 (7 reviews)$191 / night$191 per night,False,40.71111,-74.00902,Entire rental unit,Manhattan,2,Studio,1,1,1,5.0,7
46985797,Hotel room in Manhattan,Large King Bed Hotel Room,2 guests · 1 bedroom · 1 bed · 1 private bath,Wifi · Air conditioning · Heating,$186 ,4.89 (46 reviews)$186 / night$186 per night,True,40.70479,-74.00574,Hotel room,Manhattan,2,Apartment,1,1,1,4.89 ,46
50656857,Entire rental unit in Manhattan,Upscale Downtown Loft! With a view!,3 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$257 ,5.0 (4 reviews)$257 / night$257 per night,False,40.70663,-74.00871,Entire rental unit,Manhattan,3,Apartment,1,1,1,5.0,4
13495012,Entire rental unit in Manhattan,World Trade Center Delight,2 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$90 ,4.50 (8 reviews)$90 / night$90 per night,False,40.70568,-74.01075,Entire rental unit,Manhattan,2,Apartment,1,1,1,4.50,8
38958450,Entire serviced apartment in Manhattan,The Residences at W New York - Downtown - Apt 29G,2 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$166 ,$166 / night$166 per night,False,40.71014,-74.01448,Entire serviced apartment,Manhattan,2,Apartment,1,1,1,,0
42758392,Entire rental unit in Manhattan,Entire Cozy Studio on Wall Street,4 guests · Studio · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$110 ,$110 / night$110 per night,False,40.70462,-74.00708,Entire rental unit,Manhattan,4,Studio,1,1,1,,0
33607399,Entire rental unit in Manhattan,"Premium FiDi 1BR w/ Roofdeck, Gym + Doorman near Wall St. by Blueground",2 guests · 1 bedroom · 1 bed · 1.5 baths,Wifi · Air conditioning · Kitchen · Heating,$264 ,$264 / night$264 per night,False,40.705,-74.0081,Entire rental unit,Manhattan,2,Apartment,1,1,1,,0
46985961,Hotel room in South Street Seaport,Water View King Bed Hotel Room,2 guests · 1 bedroom · 1 bed · 1 private bath,Wifi · Air conditioning · Heating,$206 ,4.87 (62 reviews)$206 / night$206 per night,True,40.70615,-74.00408,Hotel room,South Street Seaport,2,Apartment,1,1,1,4.87 ,62
40236049,Entire serviced apartment in Manhattan,The Residences at W New York - Downtown - Apt 27B,2 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$211 ,$211 / night$211 per night,False,40.70506,-74.01634,Entire serviced apartment,Manhattan,2,Apartment,1,1,1,,0
47754090,Hotel room in Manhattan,Beautiful King Bed Hotel Room,2 guests · 1 bedroom · 1 bed · 1 private bath,Wifi · Air conditioning · Heating,$161 ,4.93 (28 reviews)$161 / night$161 per night,True,40.70573,-74.00569,Hotel room,Manhattan,2,Apartment,1,1,1,4.93 ,28
49209736,Entire rental unit in Alphabet City,East Village Hideaway,3 guests · Studio · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$140 ,4.73 (11 reviews)$140 / night$140 per night,False,40.72828,-73.98048,Entire rental unit,Alphabet City,3,Studio,1,2,1,4.73 ,11
51507287,Entire rental unit in East Village,Renovated Village Studio Apartment Near Everything,1 guest · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$111 ,$111 / night$111 per night,True,40.72713,-73.98842,Entire rental unit,East Village,1,Studio,1,1,1,,0
27188155,Entire rental unit in East Village,Sunny One bedroom apartment in East Village,3 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$211 ,4.40 (45 reviews)$211 / night$211 per night,False,40.72839,-73.98692,Entire rental unit,East Village,3,Apartment,1,2,1,4.40 ,45
48383760,Private room in Alphabet City,Alphabet City Spring,1 guest · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen,$45 ,$45 / night$45 per night,False,40.72956,-73.97973,Private room,Alphabet City,1,Apartment,1,1,1,,0
13394558,Entire place in Chinatown,*~~MY ADORABLE BOWERY PLACE~~*,2 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$85 ,4.40 (10 reviews)$85 / night$85 per night,False,40.71945,-73.99531,Entire place,Chinatown,2,Apartment,1,1,1,4.40 ,10
45595112,Entire apartment in Chinatown,Queen studio room,2 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Heating,$130 ,4.86 (14 reviews)$130 / night$130 per night,False,40.71884,-73.99604,Entire apartment,Chinatown,2,Studio,1,1,1,4.86 ,14
11863225,Entire rental unit in Chinatown,Renovated Studio In little Italy.  Great Location,2 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$100 ,4.57 (8 reviews)$100 / night$100 per night,False,40.719,-73.9977,Entire rental unit,Chinatown,2,Studio,1,1,1,4.57,8
11340694,Entire rental unit in Chinatown,Renovated Studio,3 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$130 ,4.33 (10 reviews)$130 / night$130 per night,False,40.719,-73.9977,Entire rental unit,Chinatown,3,Studio,1,1,1,4.33 ,10
37294438,Entire condominium (condo) in Chinatown,Chic SOHO Flat,2 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$133 ,5.0 (5 reviews)$133 / night$133 per night,False,40.72011,-73.99748,Entire condominium (condo),Chinatown,2,Apartment,1,1,1,5.0,5
50971144,Room in serviced apartment in Manhattan,Lower East Side stylish bedroom,2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$90 ,5.0 (4 reviews)$90 / night$90 per night,False,40.71841,-73.99233,Room,Manhattan,2,Apartment,1,1,1,5.0,4
50942802,Entire rental unit in Manhattan,Great Apartment on Park in NYC's Best Neighborhood,2 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$97 ,$97 / night$97 per night,False,40.7184,-73.99395,Entire rental unit,Manhattan,2,Apartment,1,1,1,,0
51196272,Entire rental unit in Chinatown,Two bedroom Apartment  in Little Italy,3 guests · 2 bedrooms · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$145 ,$145 / night$145 per night,False,40.71785,-73.99854,Entire rental unit,Chinatown,3,Apartment,2,1,1,,0
49690858,Entire rental unit in Manhattan,entire place - great 2 bedroom apartment,4 guests · 2 bedrooms · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$180 ,5.0 (4 reviews)$180 / night$180 per night,True,40.71645,-73.99061,Entire rental unit,Manhattan,4,Apartment,2,2,1,5.0,4
43115243,Entire rental unit in Chinatown,Nice 1 Bedroom Private apt. (up to 3 guests) +WIFI,3 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$155 ,4.33 (6 reviews)$155 / night$155 per night,False,40.7161,-73.99572,Entire rental unit,Chinatown,3,Apartment,1,2,1,4.33,6
8151925,Entire condominium (condo) in Manhattan,Modern Studio in Cultural LES,3 guests · Studio · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$159 ,4.57 (212 reviews)$159 / night$159 per night,False,40.71671,-73.99263,Entire condominium (condo),Manhattan,3,Studio,1,2,1,4.57 ,212
19412207,Entire rental unit in Chinatown,Two bridges high end studio manhattan,2 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$83 ,4.74 (58 reviews)$83 / night$83 per night,True,40.71091,-73.99451,Entire rental unit,Chinatown,2,Studio,1,1,1,4.74 ,58
45380258,Entire rental unit in Chinatown,Convenient two bedroom apartment,3 guests · 2 bedrooms · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$75 ,$75 / night$75 per night,False,40.71308,-73.9912,Entire rental unit,Chinatown,3,Apartment,2,2,1,,0
59709,Entire rental unit in Chinatown,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",5 guests · 2 bedrooms · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$250 ,4.64 (28 reviews)$250 / night$250 per night,True,40.7178,-73.9932,Entire rental unit,Chinatown,5,Apartment,2,2,1,4.64 ,28
28740981,Entire rental unit in Manhattan,"Chic, light-filled Sugar Hill 1 bedroom",4 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$92 ,4.91 (22 reviews)$92 / night$92 per night,False,40.82581,-73.94433,Entire rental unit,Manhattan,4,Apartment,1,1,1,4.91 ,22
4121363,Entire rental unit in Manhattan,Large Garden Alcove Studio Apartment in Manhattan,3 guests · Studio · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$70 ,5.0 (14 reviews)$70 / night$70 per night,True,40.80711,-73.93784,Entire rental unit,Manhattan,3,Studio,1,2,1,5.0 ,14
21862155,Private room in Manhattan,Kingsize bedroom in Harlem brownstone,2 guests · 1 bedroom · 1 bed · 1.5 baths,Wifi · Air conditioning · Kitchen · Heating,$84 ,4.89 (207 reviews)$84 / night$84 per night,True,40.81759,-73.94683,Private room,Manhattan,2,Apartment,1,1,1,4.89 ,207
22375827,Entire rental unit in Manhattan,Bright studio facing 455 CPW. Walk to Columbia U.,2 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Heating,$88 ,3.91 (11 reviews)$88 / night$88 per night,False,40.79687,-73.96032,Entire rental unit,Manhattan,2,Studio,1,1,1,3.91 ,11
18404936,Hostel room in Manhattan,Location! Location!,1 guest · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$30 ,4.70 (10 reviews)$30 / night$30 per night,False,40.8231,-73.94586,Hostel room,Manhattan,1,Apartment,1,1,1,4.70 ,10
43939199,Entire condominium (condo) in Manhattan,"Private 2 rooms kitchen apt, 15 mins Times Square",4 guests · 2 bedrooms · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$86 ,4.84 (19 reviews)$86 / night$86 per night,False,40.82273,-73.94286,Entire condominium (condo),Manhattan,4,Apartment,2,2,1,4.84 ,19
10470258,Entire rental unit in Manhattan,"Stylish & Inviting Brownstone Apt, Close to Subway",4 guests · Studio · 0 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$75 ,4.92 (150 reviews)$75 / night$75 per night,True,40.8081,-73.93853,Entire rental unit,Manhattan,4,Studio,1,0,1,4.92 ,150
45944408,Entire rental unit in Manhattan,Cozy 1 Bedroom Apartment in Harlem,3 guests · 1 bedroom · 3 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$110 ,4.87 (67 reviews)$110 / night$110 per night,True,40.82102,-73.94562,Entire rental unit,Manhattan,3,Apartment,1,3,1,4.87 ,67
18303895,Entire rental unit in Manhattan,Beautiful brownstone just north of Central Park.,2 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$131 ,4.83 (156 reviews)$131 / night$131 per night,True,40.80384,-73.94965,Entire rental unit,Manhattan,2,Studio,1,1,1,4.83 ,156
5144689,Entire rental unit in Manhattan,Harlem Style Spacious and Sunny,4 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$132 ,4.67 (188 reviews)$132 / night$132 per night,True,40.8058,-73.9423,Entire rental unit,Manhattan,4,Apartment,1,2,1,4.67 ,188
1438870,Private room in Manhattan,High ceiling place,1 guest · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$47 ,4.96 (53 reviews)$47 / night$47 per night,True,40.82397,-73.94418,Private room,Manhattan,1,Apartment,1,1,1,4.96 ,53
11873498,Private room in Manhattan,Clean Cozy Room in Manhattan,1 guest · 1 bedroom · 1 bed · 1 shared bath,Wifi · Kitchen · Heating,$35 ,4.68 (29 reviews)$35 / night$35 per night,False,40.8234,-73.95293,Private room,Manhattan,1,Apartment,1,1,1,4.68 ,29
46794371,Entire rental unit in Washington Heights,One BR Riverside Drive,4 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$72 ,5.0 (3 reviews)$72 / night$72 per night,True,40.83581,-73.94717,Entire rental unit,Washington Heights,4,Apartment,1,1,1,5.0,3
1063020,Entire townhouse in Manhattan,Private Brownstone,2 guests · 1 bedroom · 0 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$85 ,4.83 (237 reviews)$85 / night$85 per night,True,40.79346,-73.94374,Entire townhouse,Manhattan,2,Apartment,1,0,1,4.83 ,237
21175160,Private room in Manhattan,Sunny park view room in Harlem brownstone,2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$69 ,4.94 (78 reviews)$69 / night$69 per night,True,40.81969,-73.94667,Private room,Manhattan,2,Apartment,1,1,1,4.94 ,78
5390882,Private room in Manhattan,Charming Bedroom in Harlem,2 guests · 1 bedroom · 2 beds · 1.5 shared baths,Wifi · Air conditioning · Kitchen · Heating,$70 ,4.91 (376 reviews)$70 / night$70 per night,True,40.80254,-73.94356,Private room,Manhattan,2,Apartment,1,2,1,4.91 ,376
4426780,Entire condominium (condo) in Manhattan,Convenient  Harlem studio,2 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$90 ,4.52 (23 reviews)$90 / night$90 per night,True,40.81579,-73.93754,Entire condominium (condo),Manhattan,2,Studio,1,1,1,4.52 ,23
26334022,Private room in Manhattan,Master bedroom. 20 min to Time Square!,3 guests · 1 bedroom · 2 beds · 1 shared bath,Wifi · Kitchen · Heating,$69 ,4.69 (192 reviews)$69 / night$69 per night,True,40.8141,-73.9435,Private room,Manhattan,3,Apartment,1,2,1,4.69 ,192
10253769,Private room in Manhattan,Uptown Modern Twist,3 guests · 1 bedroom · 2 beds · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$60 ,4.83 (125 reviews)$60 / night$60 per night,True,40.82575,-73.93665,Private room,Manhattan,3,Apartment,1,2,1,4.83 ,125
49346369,Private room in Hell's Kitchen,G1LT)TSquareCONTACT  BEFORE BOOKING for pricing,2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$42 ,$42 / night$42 per night,False,40.76442,-73.99451,Private room,Hell's Kitchen,2,Apartment,1,1,1,,0
43819542,Private room in Brooklyn,"Cozy, quiet room in artist's apartment",1 guest · 1 bedroom · 1 bed · 1 shared bath,Wifi · Kitchen · Heating,$45 ,4.79 (38 reviews)$45 / night$45 per night,True,40.68926,-73.94995,Private room,Brooklyn,1,Apartment,1,1,1,4.79 ,38
19329404,Entire guest suite in Brooklyn,Immaculate and Sweet Carroll Gardens 1 Bedroom,4 guests · 1 bedroom · 4 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$183 ,4.99 (133 reviews)$183 / night$183 per night,True,40.67809,-73.99875,Entire guest suite,Brooklyn,4,Apartment,1,4,1,4.99 ,133
38183143,Private room in Brooklyn,"Airy Bedroom 2, Red Hook Pied-à-terre",2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$88 ,4.88 (25 reviews)$88 / night$88 per night,True,40.68017,-74.01165,Private room,Brooklyn,2,Apartment,1,1,1,4.88 ,25
16157731,Entire residential home in Downtown Brooklyn,Brooklyn Heights Garden Level,4 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$240 ,4.99 (92 reviews)$240 / night$240 per night,True,40.68946,-73.99171,Entire residential home,Downtown Brooklyn,4,Apartment,1,2,1,4.99 ,92
4070025,Entire condominium (condo) in DUMBO,"Luxury Flat with Outdoor, Office and City Views",3 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$271 ,4.88 (179 reviews)$271 / night$271 per night,True,40.70448,-73.98541,Entire condominium (condo),DUMBO,3,Apartment,1,1,1,4.88 ,179
40592120,Entire rental unit in Downtown Brooklyn,Stunning Brand New Apt - Big 1 bed/1bath+ sofa bed,4 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$226 ,4.61 (95 reviews)$226 / night$226 per night,False,40.69009,-73.98312,Entire rental unit,Downtown Brooklyn,4,Apartment,1,2,1,4.61 ,95
31129115,Entire rental unit in Brooklyn,Luxurious Boutique Studio Red Hook Brooklyn,2 guests · Studio · 0 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$149 ,4.70 (152 reviews)$149 / night$149 per night,False,40.67791,-74.01346,Entire rental unit,Brooklyn,2,Studio,1,0,1,4.70 ,152
4694480,Entire rental unit in Brooklyn,1000 SQ FT Cobble Hill Übercharmer,6 guests · 2 bedrooms · 3 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$300 ,4.92 (222 reviews)$300 / night$300 per night,True,40.68803,-73.99541,Entire rental unit,Brooklyn,6,Apartment,2,3,1,4.92 ,222
20453588,Entire rental unit in Brooklyn,Sunny Corner 2 Bedroom in Cobble Hill,3 guests · 2 bedrooms · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$120 ,4.67 (12 reviews)$120 / night$120 per night,False,40.68877,-73.99666,Entire rental unit,Brooklyn,3,Apartment,2,2,1,4.67 ,12
40873601,Entire rental unit in Downtown Brooklyn,Luxury Apt Brand New Highrise- Incredible Deal,2 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$250 ,4.79 (34 reviews)$250 / night$250 per night,True,40.69134,-73.98313,Entire rental unit,Downtown Brooklyn,2,Apartment,1,2,1,4.79 ,34
10812263,Entire rental unit in Brooklyn,Spacious Apartment w/Patio & Private Entrance,2 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$115 ,5.0 (11 reviews)$115 / night$115 per night,True,40.68182,-74.00198,Entire rental unit,Brooklyn,2,Apartment,1,1,1,5.0 ,11
141154,Entire rental unit in Brooklyn,Affordable Furnished Apartment,4 guests · Studio · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$100 ,4.71 (263 reviews)$100 / night$100 per night,False,40.6857,-73.98131,Entire rental unit,Brooklyn,4,Studio,1,2,1,4.71 ,263
47746232,Entire condominium (condo) in Brooklyn Heights,Promenade luxury oasis + terrace w/ harbor views,3 guests · 1 bedroom · 2 beds · 1.5 baths,Wifi · Air conditioning · Kitchen · Heating,$647 ,5.0 (3 reviews)$647 / night$647 per night,False,40.6974,-73.9967,Entire condominium (condo),Brooklyn Heights,3,Apartment,1,2,1,5.0,3
28368678,Private room in Brooklyn,Boerum Hill Twin BR in a Classic NYC Brownstone,2 guests · 1 bedroom · 2 beds · 1.5 shared baths,Wifi · Air conditioning · Kitchen · Heating,$90 ,5.0 (102 reviews)$90 / night$90 per night,True,40.6862,-73.9859,Private room,Brooklyn,2,Apartment,1,2,1,5.0 ,102
11961053,Private room in Brooklyn,Sunlit Red Hook Pied-à-terre,2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$98 ,4.93 (109 reviews)$98 / night$98 per night,True,40.68,-74.01205,Private room,Brooklyn,2,Apartment,1,1,1,4.93 ,109
3207986,Private room in Brooklyn,"Modern loft in Cobble Hill, BK",2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$125 ,4.95 (115 reviews)$125 / night$125 per night,True,40.6847,-73.9911,Private room,Brooklyn,2,Apartment,1,1,1,4.95 ,115
51020915,Entire rental unit in Jamaica,Luxury in the ❤️ of Queens | JFK in 13 min♛King bed,5 guests · 1 bedroom · 3 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$174 ,5.0 (3 reviews)$174 / night$174 per night,False,40.71429,-73.75031,Entire rental unit,Jamaica,5,Apartment,1,3,1,5.0,3
43946617,Entire residential home in Jamaica,"""1 Sweet Suite"" VERYFAIR $ Brand New Queens Studio",3 guests · Studio · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$79 ,5.0 (4 reviews)$79 / night$79 per night,False,40.69745,-73.75327,Entire residential home,Jamaica,3,Studio,1,1,1,5.0,4
50657826,Private room in Jamaica,The Sunset private room @theannkelliesuites,2 guests · 1 bedroom · 0 beds · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$84 ,3.67 (3 reviews)$84 / night$84 per night,False,40.71506,-73.75643,Private room,Jamaica,2,Apartment,1,0,1,3.67,3
39058690,Entire guest suite in Jamaica,Comfy Quarters - JFK Layover or NYC Stayover,3 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$98 ,4.94 (33 reviews)$98 / night$98 per night,True,40.70052,-73.73884,Entire guest suite,Jamaica,3,Apartment,1,1,1,4.94 ,33
40682216,Entire rental unit in Jamaica,"Peace & Quiet! 
Only 7min from JFK.",4 guests · 1 bedroom · 1 bed · 1 bath,Wifi · Kitchen · Heating,$91 ,4.88 (35 reviews)$91 / night$91 per night,False,40.67828,-73.73745,Entire rental unit,Jamaica,4,Apartment,1,1,1,4.88 ,35
33500292,Private room in Jamaica,Close to JFK,1 guest · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Heating,$49 ,4.58 (19 reviews)$49 / night$49 per night,False,40.6877,-73.75255,Private room,Jamaica,1,Apartment,1,1,1,4.58 ,19
34234215,Entire rental unit in Jamaica,Casa Milcam,5 guests · 2 bedrooms · 3 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$90 ,4.90 (48 reviews)$90 / night$90 per night,True,40.697,-73.738,Entire rental unit,Jamaica,5,Apartment,2,3,1,4.90 ,48
20326252,Entire residential home in Jamaica,"1Br Garden Level Space w/Pvt All- St.Albans,Queens",4 guests · 1 bedroom · 3 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$99 ,4.75 (225 reviews)$99 / night$99 per night,True,40.70789,-73.75862,Entire residential home,Jamaica,4,Apartment,1,3,1,4.75 ,225
45927831,Entire residential home in Jamaica,Secluded Courtyard Suite w/AC close to LIRR & JFK.,3 guests · Studio · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$129 ,4.78 (27 reviews)$129 / night$129 per night,False,40.69022,-73.7603,Entire residential home,Jamaica,3,Studio,1,2,1,4.78 ,27
24599452,Private room in Jamaica,ELEXEY'S COMFORT.,3 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Heating,$70 ,4.76 (85 reviews)$70 / night$70 per night,True,40.70474,-73.75667,Private room,Jamaica,3,Apartment,1,1,1,4.76 ,85
29929095,Entire guest suite in Jamaica,"Spacious studio by the LIRR, Q3-Q85 to JFK, trains",2 guests · Studio · 1 bed · 1 bath,Wifi · Kitchen · Heating,$85 ,4.73 (22 reviews)$85 / night$85 per night,False,40.67761,-73.76363,Entire guest suite,Jamaica,2,Studio,1,1,1,4.73 ,22
6811968,Private room in Jamaica,Private room female students ONLY-1,1 guest · 1 bedroom · 1 bed · 1 bath,Wifi · Air conditioning · Kitchen · Heating,$35 ,4.75 (5 reviews)$35 / night$35 per night,False,40.71918,-73.76433,Private room,Jamaica,1,Apartment,1,1,1,4.75,5
43596004,Private room in Jamaica,Embrace the morning sunshine @Theannkelliesuite,2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,$85 ,4.36 (11 reviews)$85 / night$85 per night,False,40.71327,-73.75779,Private room,Jamaica,2,Apartment,1,1,1,4.36 ,11
